v_f;Togo;-0.04981245
vol;Togo;-0.021104668
b_t;Turkey;-0.005904549
cmt;Turkey;-0.045790098
mil;Turkey;-0.017696118
oap;Turkey;-0.062841987
ofd;Turkey;-0.014620386
omt;Turkey;-0.038115096
pdr;Turkey;-0.073866582
sgr;Turkey;-0.015524262
v_f;Turkey;-0.048495776
vol;Turkey;-0.020299538
b_t;Uganda;-0.007162559
cmt;Uganda;-0.009576172
mil;Uganda;-0.043462845
oap;Uganda;-0.056174742
ofd;Uganda;-0.015315098
omt;Uganda;-0.016806812
pdr;Uganda;-0.050867494
sgr;Uganda;-0.046719308
v_f;Uganda;-0.052117878
vol;Uganda;-0.007997348
b_t;Ukraine;-0.005267247
cmt;Ukraine;-0.019483944
mil;Ukraine;-0.013839778
oap;Ukraine;-0.076524677
ofd;Ukraine;-0.011010785
omt;Ukraine;-0.040306404
pdr;Ukraine;-0.054893533
sgr;Ukraine;-0.018028923
v_f;Ukraine;-0.055944536
vol;Ukraine;-0.020137985
b_t;Vietnam;-0.00681781
cmt;Vietnam;-0.013548232
mil;Vietnam;-0.01832754
oap;Vietnam;-0.06682
ofd;Vietnam;-0.013689068
omt;Vietnam;-0.041686181
pdr;Vietnam;-0.052080174
sgr;Vietnam;-0.035021734
