1.0478;1.0521;1.0533;1.0483;1.048;1.056;1.0497;1.0497;1.0497;1.0497;1.0497;1.0497;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1.0478;1.0521;1.0533;1.0483;1.048;1.056;1.0497;1.0497;1.0497;1.0497;1.0497;1.0497;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1.0478;1.0521;1.0533;1.0483;1.048;1.056;1.0497;1.0497;1.0497;1.0497;1.0497;1.0497;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1.0478;1.0521;1.0533;1.0483;1.048;1.056;1.0497;1.0497;1.0497;1.0497;1.0497;1.0497;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1.0478;1.0521;1.0533;1.0483;1.048;1.056;1.0497;1.0497;1.0497;1.0497;1.0497;1.0497;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1.0478;1.0521;1.0533;1.0483;1.048;1.056;1.0497;1.0497;1.0497;1.0497;1.0497;1.0497;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1.0478;1.0521;1.0533;1.0483;1.048;1.056;1.0497;1.0497;1.0497;1.0497;1.0497;1.0497;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1.0478;1.0521;1.0533;1.0483;1.048;1.056;1.0497;1.0497;1.0497;1.0497;1.0497;1.0497;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1.0478;1.0521;1.0533;1.0483;1.048;1.056;1.0497;1.0497;1.0497;1.0497;1.0497;1.0497;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1.0478;1.0521;1.0533;1.0483;1.048;1.056;1.0497;1.0497;1.0497;1.0497;1.0497;1.0497;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
